account_number,credit_score,demand_response,load_factor,peak_compliance,seasonal_stability,payment_history_score,budget_billing,payment_plan,channel_consistency,return_frequency,autopay_status,late_payments_30,late_payments_60,late_payments_90,meter_access,safety_compliance,service_calls,emergency_incidents,meter_reading_consistency,infrastructure_participation,multi_service,years_of_service,transfer_history,premise_correlation,authorized_users,paperless_billing,zip_code,weather_sensitivity,regional_delinquency_rate,income,debt_to_income,utilization_rate,days_since_last_late,average_monthly_bill,peak_season_performance,consumption_volatility,peak_time_usage,off_peak_usage,usage_predictability,recent_payments_ontime,risk_category,risk_score
ACC000010,656.8291153593768,0.4718396717660581,0.4638138104101087,0.7704513747619289,0.2111768593226544,89.78014764379081,False,False,0.88134991826683,0.210818574967487,enrolled,0,0,0,0.8028734662972998,0.9327991263180784,2,0,0.9303061832431664,True,False,11.435173854627774,1,0.6949162591110202,2,False,10060,0.8320309537041247,0.1141748708832255,69920.08524385793,0.2435643177002047,0.3857601132988016,275.8178656786176,414.1603697391316,good,0.379195310849329,0.5871321156506225,0.4033572836892617,highly_variable,1.0,High,66.87834549553992
ACC000011,656.7135123214872,0.6036914670820878,0.5202819515948935,0.9257834489099416,0.3724410746345397,90.03618291747286,False,False,0.9929114544684768,0.3102779682681952,enrolled,0,0,0,0.9069821717118876,0.7922784637921234,1,0,0.7376559751969433,False,False,9.925114484613031,0,0.6547835555193401,3,True,10013,0.5673741602344694,0.5109952080811275,91984.35392743684,0.3859086292069738,0.494072479104192,73.83883602951285,536.574362115295,good,0.169100002025554,0.1783104770876717,0.4412292349238473,predictable,1.0,High,65.6439456948095
ACC000012,692.0981135783018,0.7910216316264401,0.4440086171591808,0.4512596664862252,0.8776920675171846,82.90371048943751,False,False,0.648904157410144,0.5809027056133662,not_enrolled,0,1,0,0.9463867752554024,0.9045621630048474,1,0,0.8808382988984567,False,False,2.144727042633871,1,0.6861165937452186,2,True,10019,0.6946529171328107,0.1343535323005762,43591.786569611664,0.2508793423735083,0.3473588641004896,312.2150178325852,624.4847654551936,good,0.4220652359162073,0.6260368727200779,0.7216199715475423,predictable,1.0,Medium,68.70042639072284
ACC000013,584.33598776711,0.9108215386379206,0.7699372064308769,0.7872851377578599,0.4918844455338575,79.12565772202785,False,True,0.805920088848993,0.5009044094351403,not_enrolled,0,0,0,0.9763536566970676,0.9721934553023732,2,1,0.9522314995854628,True,True,5.96440469843515,0,0.7783750123081444,2,True,10004,0.5840949031528024,0.0291678380286845,79754.76037654921,0.1265328099050651,0.4316067964328571,91.87099262137832,534.869290476039,fair,0.0768468384898291,0.7441742768840839,0.3770596581830572,variable,1.0,Very High,74.54371252476889
ACC000014,593.7541083743483,0.6671069996087942,0.6431663536737932,0.8263988305320433,0.673113527746018,96.56729275810376,False,False,0.6446263885216372,0.434122116258986,enrolled,0,0,0,0.9539080265989296,0.7338762007567086,2,0,0.92604301350834,True,False,1.877763009218856,0,0.9267856324071548,1,True,10030,0.496754025679315,0.2384407939179998,67161.24280572131,0.2157067786682829,0.4133564330037743,128.8715420779523,798.6546834124373,good,0.1414630352013425,0.4137727538060335,0.3285171005873876,predictable,1.0,Very High,63.70430505839204
ACC000015,651.8856235379513,0.7203596717197424,0.3472740174968704,0.5163405602362392,0.5553447476255742,73.05596651395534,False,False,0.9041939311121872,0.2382426652620449,not_enrolled,1,0,0,0.9510978981633904,0.9600550298431012,1,0,0.7618806541218922,False,False,9.76509198203138,0,0.8206943539685686,2,False,10061,0.3247179657077466,0.0691840129115827,49950.00027276896,0.2037383976519149,0.359579891353594,232.1384202972404,346.65206194313123,good,0.5206645506616628,0.7004878479797767,0.2787855027300042,variable,0.9166666666666666,High,59.681970281071415
ACC000016,629.3584439832788,0.5652600782657907,0.8871745151804288,0.997056286466764,0.7161656511131519,64.73920155232653,False,False,0.8276110026786768,0.3807451438887742,not_enrolled,1,0,0,0.9544409884462304,0.9950565964689306,2,0,0.889138232343222,False,False,5.090466696373388,1,0.9078903967223636,2,True,10011,0.6440930664574706,0.174813105433954,59687.20576438877,0.4542732769291437,0.3268935063839056,45.02586440129393,648.1469298409456,fair,0.3656052019573493,0.317205747535916,0.1321060884848662,predictable,0.9166666666666666,Very High,69.1266246707346
ACC000017,695.7123666297637,0.9784189613843646,0.8178311096576523,0.9009432080168782,0.6873412120977487,88.18275192576624,False,False,0.9406109143840652,0.3752913764077636,not_enrolled,0,0,0,0.9994595867438923,0.9823636612182448,0,0,0.8219440056920297,False,True,1.293062261477123,0,0.7880663108304534,2,True,10055,0.2638442827400356,0.3439674097984174,95629.29010836771,0.3724512718715776,0.2762911182859861,75.16033099827041,420.8821868876746,poor,0.5280347902350887,0.5935453652254622,0.3544997245515383,variable,1.0,Low,69.02233638243445
ACC000018,634.5987962239394,0.8250558649730081,0.5630853868324488,0.4580163385696679,0.7687688566859937,87.40828473960805,True,False,0.8745702507810396,0.433656193902766,not_enrolled,0,0,1,0.6544793391939514,0.9822718436179338,4,0,0.4899640806083216,True,False,5.285215664500422,2,0.938326789181244,2,True,10055,0.278145044080502,0.2740726066997582,58744.049723754935,0.3445257932926722,0.6268193553990689,190.25278534424305,505.2728564366308,good,0.3699670633081232,0.2617036822475655,0.5930748152678699,variable,1.0,Very High,81.69388137878406
ACC000019,609.3848149332355,0.4328234428081061,0.695534783417055,0.7041980133738881,0.2586135083468014,87.44389201651747,False,True,0.77145179147665,0.098654425317831,not_enrolled,0,0,0,0.92484677011455,0.7187537117443864,2,0,0.7657516827805463,True,True,11.930235858054026,1,0.5545831854455155,4,True,10011,0.5717040539509936,0.211397313149693,78924.5884494359,0.1328228722119359,0.4733495741784986,148.24718657264165,629.3514608451529,good,0.5607442272642145,0.1887133250209519,0.150232636450339,variable,1.0,Very High,72.94071973045891
ACC000020,753.2824384460777,0.6500590567531607,0.8369206818122948,0.607065300201574,0.489898563942544,76.35202479194285,False,False,0.9229556259521616,0.179848613964589,not_enrolled,1,0,0,0.7208410235078689,0.9784098116593954,3,0,0.9188609954938598,True,False,12.879313889381343,2,0.7399496593590732,2,True,10065,0.4609342872054637,0.1976234062526456,65779.66080817921,0.3165699310109744,0.4393684734376097,61.58146748249806,380.1559366218471,good,0.2573991498603062,0.2449025072684539,0.6807036163820555,predictable,0.9166666666666666,Very Low,79.01654414881384
ACC000021,668.7111849756732,0.8649332384849987,0.6927810099835988,0.6896645280754592,0.7461558547686197,79.43392625235067,False,False,0.8101517649135744,0.2972097727883768,enrolled,0,0,0,0.8756383090281221,0.9777951480702126,2,0,0.8419932865980857,False,False,4.613216984747215,0,0.6158292112000795,2,True,10025,0.426394903509918,0.0096362684671788,87520.30177759472,0.3578846441081791,0.2159051678835374,246.5993361788203,199.84112994925303,fair,0.2730075412328367,0.2235871828637441,0.5435048329025691,predictable,1.0,Medium,68.05345940656744
ACC000022,683.3764102343962,0.6265902473110042,0.5928579285650177,0.7295025323921783,0.3575604443174098,88.86993295468397,False,False,0.8627842303110108,0.1050837089379699,not_enrolled,0,0,0,0.8027926314758267,0.8195842757061562,2,0,0.9607421950087184,False,False,7.058084600586687,0,0.6441536190821406,2,True,10067,0.4311576808589116,0.1928318293213872,57408.579918628406,0.1191886081094039,0.5692156033036266,130.66870529937705,327.4754827330103,excellent,0.2499288332356123,0.4317879687473493,0.4370588524935783,predictable,1.0,Medium,65.61733808908612
ACC000023,608.7625906893271,0.7310600516556908,0.6601711917320517,0.3436635474365314,0.5642040997415437,95.29064027267128,False,False,0.7746123147658488,0.32791955307698,enrolled,0,0,0,0.9684374119140284,0.9444508086995612,1,0,0.8020340495810798,True,False,4.98756835523679,0,0.7364572425157271,5,False,10029,0.5770546243642488,0.1795894104301996,81156.90282225987,0.2141618535700944,0.3589623043201208,189.83985546962217,710.147922520151,fair,0.4785102220820916,0.328553619876715,0.3936436800001588,variable,1.0,Very High,68.32774388431855
ACC000024,652.7808637737409,0.4326205655339365,0.5235249515544661,0.3169817833506504,0.3809736446204801,72.93353397178508,False,False,0.8929969620625545,0.1979980643152381,enrolled,0,1,1,0.8649634665432416,0.8855829196782611,3,0,0.6362561936097861,False,False,10.86607674265635,1,0.8311174341871626,2,True,10097,0.7872072926814688,0.474602314319489,53960.35014106146,0.0890153589157904,0.5206959152545405,86.65560930444506,184.96292076350196,good,0.2945224516880603,0.6539804330102489,0.2763103190584912,variable,1.0,High,67.06893451213222
ACC000025,685.5461294854933,0.7591720592563607,0.7520195576314187,0.7355429971150572,0.7098154389926474,79.93649422881262,False,False,0.5987939146295093,0.2491812316870237,not_enrolled,1,0,0,0.89651080137637,0.9066832664830246,1,0,0.6573899332005417,False,False,6.345911983756791,1,0.538648294003682,1,True,10019,0.7124261121530432,0.3130535539798841,65035.03175776595,0.2272727627098356,0.5129183707678711,63.84135070378628,822.3918414399984,excellent,0.2247904711714136,0.7100451107466019,0.7035204232735505,highly_predictable,0.9166666666666666,Medium,64.02441933197605
ACC000026,622.4503211288849,0.7132684869358779,0.710020042740105,0.7796710613571336,0.4680475820638083,60.33307739545257,False,False,0.9719566032578896,0.3116579049334608,not_enrolled,0,0,0,0.8398682552783397,0.8038863667671806,2,0,0.6959312145092001,False,False,3.967744625193824,0,0.612387970931919,2,True,10065,0.4635239347461181,0.0616230064957811,36680.11598993819,0.1320983916060218,0.3454699357613374,157.83351096562097,467.9268607619484,excellent,0.1528031962245243,0.5025352232475764,0.5256509651628977,variable,1.0,Very High,61.37105356728179
ACC000027,698.7849009172836,0.7750854353024573,0.7302583980119786,0.698604717714541,0.0667674186525592,96.66512621705031,False,False,0.8258678750541265,0.1111473441917412,not_enrolled,1,0,0,0.9258453398591754,0.985370835072469,2,0,0.7938903383018385,False,False,7.3144642087614145,1,0.6672625899146548,1,False,10034,0.4311729669296323,0.2373096382931336,40883.98685837575,0.4503626768781527,0.312615074054462,154.8832279390444,143.49810794476198,fair,0.2278572838174816,0.5350901627869467,0.5858966785546431,highly_predictable,0.9166666666666666,Low,68.4187843106339
ACC000028,649.9680655040597,0.7401407315955282,0.4803520011002042,0.7942106791623632,0.7461095257247108,78.01178609348153,False,False,0.91305345189313,0.2704711353801563,enrolled,0,0,0,0.8496221753595975,0.8752568043754531,1,0,0.6515048931303472,True,False,7.325301116208377,0,0.8670043540708178,3,False,10078,0.7219080042189788,0.0810607934114282,60970.597184066,0.5082063213737501,0.387161704454049,225.42856576362144,480.6718802716868,excellent,0.4277911099715792,0.7479531560257167,0.5882509337565003,highly_variable,1.0,High,64.95675448206471
ACC000029,665.4153125103362,0.8480177269738134,0.6502870697774173,0.5880557213846761,0.8421320534094608,73.28956625882999,False,False,0.8711866847063977,0.0096229413458628,not_enrolled,0,0,0,0.813618864954156,0.7729918858503974,0,0,0.8323335234158007,False,False,5.397998584080884,2,0.6683281830594429,2,True,10050,0.5173511715114509,0.1182876759105726,58114.99082550962,0.1152831156225837,0.3043028337286589,145.34402208834723,418.7652549857969,excellent,0.5294022185907529,0.3724880068164004,0.2950702520623113,predictable,1.0,High,61.23178125824944
ACC000030,649.9146693885301,0.8842422955328425,0.700841020868578,0.7928054361182365,0.426456839124266,77.87669932948232,False,False,0.8253170146313001,0.0220398463471391,enrolled,0,0,0,0.9894625684804508,0.9311941640056224,2,0,0.8464467754026949,False,False,5.177556984860538,1,0.6144555612402555,1,False,10013,0.4815413333136833,0.0679897359271099,27919.050180337123,0.2547641872840941,0.7730555516570126,116.680914792424,538.8005292485192,fair,0.3014373803124945,0.617714734975412,0.5463192626056961,highly_predictable,1.0,High,64.21880263929094
ACC000031,772.6139092254468,0.4194579994865259,0.6919277800786849,0.8055437822749515,0.6911840166104055,68.31961583728234,False,False,0.6310340273301868,0.2614815221338702,enrolled,0,1,0,0.8984543779299597,0.9957545996178452,2,0,0.8266813616762222,False,True,11.020999925133744,1,0.884004031603594,1,False,10054,0.564325542641774,0.2712257185084867,65265.52008999754,0.2321006305364136,0.5298182901023702,117.94350685659518,227.1166542647892,good,0.472109538373718,0.5810598666808706,0.4554753416210754,predictable,1.0,Very Low,74.12823281125668
ACC000032,679.3251387631033,0.7204107451028534,0.6821402884972639,0.9680918564177936,0.2819451667218706,93.1791482290176,True,False,0.8580643937907824,0.1332616521772118,not_enrolled,0,0,0,0.802562221757617,0.8811684977811747,4,0,0.863133943441364,False,False,6.050731399078112,0,0.686614805480304,3,True,10035,0.4137740714956419,0.3262895249856936,63536.3599817971,0.2006062585953787,0.3963577826100697,114.64310464710618,923.8684668364318,good,0.3511919672088229,0.7784723556405672,0.5129198779679597,highly_variable,1.0,Medium,80.20672547359365
ACC000033,627.114453552205,0.8535232064243521,0.7252527743853897,0.6955040121850875,0.4351367870147401,81.19029899139495,False,True,0.5401274158432336,0.1663527034765124,enrolled,0,0,0,0.8924020786188528,0.9368273843524548,4,0,0.7764487706072182,True,True,2.3604707763955592,0,0.8346906031913648,1,True,10052,0.2382040294684941,0.1588092826548367,41973.64752731907,0.4981311326931936,0.5862794168476404,107.14369852840912,365.9350041410778,fair,0.2925134372424938,0.4717564140355542,0.4349652343424043,predictable,1.0,Very High,74.17981371359954
ACC000034,721.1272456051595,0.6605250662786506,0.4955690246130568,0.7267432299625701,0.6041296718453054,72.90825471846813,True,False,0.7697251682564665,0.079293032551049,not_enrolled,0,0,0,0.9643720203061896,0.800274207104178,1,0,0.9617212621301988,False,False,3.1043315449032,0,0.8903644410404963,3,False,10053,0.3219454283542343,0.112159505585712,80522.9125307268,0.317441251294986,0.5311703993047562,89.84697037963629,582.6147131743477,good,0.31303723850542,0.3556492204060613,0.4768004381742827,highly_variable,1.0,Very Low,67.88435058523723
ACC000035,618.9578175014489,0.9080477376855992,0.5388275134623933,0.7966782894047223,0.4492370360516017,91.308118320226,False,False,0.9816868453105766,0.2596286491639072,not_enrolled,1,0,0,0.887753124142302,0.968051430834918,3,0,0.8112070265856514,False,False,6.253941379602564,0,0.7653579510238434,1,True,10062,0.5297812145210836,0.4222455340956296,61210.45817082989,0.3186983197137214,0.5106189355615345,29.29224314228789,735.911534190196,excellent,0.1705309620066271,0.5138029355014971,0.4478519136835033,predictable,0.9166666666666666,Very High,67.44751360197259
ACC000036,690.4431797502377,0.6674089042599627,0.5370355551250857,0.8138350814963082,0.6515796214621407,73.45987133754765,False,False,0.5889794657400161,0.3630710222192325,not_enrolled,0,1,1,0.964450523168958,0.9902995254820004,1,1,0.4792806350087911,True,True,5.256968861813267,0,0.441333827122574,3,True,10093,0.2459838377902479,0.2171934932893267,40933.9911838706,0.3333455022060416,0.2804019196668738,204.97778413189667,635.0975656034235,excellent,0.2748482319083434,0.7718336998802855,0.6184806915691334,highly_predictable,1.0,Medium,72.4018903381577
ACC000037,582.0164938060112,0.7717798018596616,0.6228019633490264,0.7245210252349272,0.3762904666225931,90.68074105760655,False,False,0.6156314889606314,0.1569143305962486,enrolled,2,1,0,0.9226074044846404,0.998352089795181,1,0,0.6709793970984786,False,True,5.17461558973243,0,0.5555211229156071,2,True,10057,0.4445675561985852,0.0589409054232432,75741.81573180051,0.1641223490651286,0.1999054898861543,161.0866879841539,423.1240849647368,excellent,0.5127121413326562,0.6898546689502042,0.7724034697827539,highly_variable,0.8333333333333334,Very High,60.177272164923615
ACC000038,613.5906975550785,0.9011647553058793,0.802666218704302,0.7632846994930337,0.8083709815999857,68.40867034582891,False,False,0.935849058675953,0.1740405595354887,enrolled,0,0,0,0.905860120274454,0.6855292471441861,2,1,0.7281369942148649,False,False,2.4907311310323754,0,0.849756714183352,3,True,10026,0.3153647257397942,0.1991460928387772,21308.497202349343,0.4067928272986819,0.284258504248642,126.077310442995,433.82497090463954,good,0.5198657381616599,0.1923484792045551,0.5050021239746182,highly_variable,1.0,Very High,69.46284824476822
ACC000039,689.8430617934562,0.5140670808572676,0.5171885359185376,0.8660393215705575,0.4266833319550065,82.91532267434657,False,False,0.6338795147021795,0.1927063158530646,not_enrolled,1,0,0,0.809359317716359,0.945886369468322,2,0,0.6374199919206591,True,False,7.913529142378621,0,0.7665506235046098,4,False,10001,0.609422378886575,0.0697809778415209,27216.72511276931,0.3127714491694315,0.4651690380882821,396.5691421086542,804.0314158155063,excellent,0.2917451431064548,0.4158513074636901,0.474754936048837,predictable,0.9166666666666666,Medium,71.47231106395941
ACC000040,716.9233289997705,0.6982493097972057,0.6700683079118902,0.7873756393009665,0.3807502236506632,80.10708457802805,False,True,0.7182015130115988,0.0957446449076291,not_enrolled,1,0,0,0.9589955308812887,0.9594468655740116,5,0,0.9754108476423804,False,False,6.672550450955481,0,0.4968274852322365,1,True,10084,0.2221372524610331,0.1455805622580153,32304.769245831943,0.2015002711814912,0.6275838850793278,113.45046432871143,153.80046448294812,fair,0.4988718838353913,0.1927717765972924,0.7114809177088156,variable,0.9166666666666666,Low,79.29190477497156
ACC000041,688.5684140594985,0.8856724615540242,0.5314225879912463,0.7977635037433163,0.4231591354475527,80.97613321111409,False,False,0.679719548207401,0.1357800829152302,not_enrolled,0,0,0,0.920707226161994,0.9575421436856448,2,0,0.6669546488784026,False,True,5.714113026458627,0,0.7889619258446889,1,True,10077,0.5603630683770788,0.3310566291570807,65156.4863759673,0.1456000307698595,0.1451910742882259,70.6395676166038,386.2082459029448,good,0.4740542417867947,0.6640632142433788,0.4937150123726953,predictable,1.0,Medium,67.1039711481427
ACC000042,674.217585880588,0.8323612720139133,0.4556698140136946,0.6052726211831234,0.4965523457451671,81.16166046020875,False,False,0.9046006482973368,0.0444199857284896,enrolled,2,0,0,0.9739221198918132,0.9739453925518364,1,0,0.7277610335386592,False,True,2.0860202968274506,0,0.7930249604540542,2,True,10090,0.8331043549104449,0.0966166452325287,72680.18273395507,0.4588885064617639,0.1449482634137023,202.33873264444108,458.5587023773363,good,0.2564891770422828,0.4694667740543243,0.3810545787215089,variable,0.8333333333333334,Medium,64.08651398831353
ACC000043,664.9448152205356,0.7172414361111685,0.652278606302706,0.8273005490502995,0.4860839152804967,91.53554455184812,True,True,0.7775816836609006,0.4580064769099312,not_enrolled,0,0,0,0.6997029657709692,0.9443251342935852,1,0,0.756537635539455,False,False,3.395085426053401,0,0.7169920462243887,1,True,10084,0.1031961537277081,0.0412638018344614,43211.44975414955,0.2434176582903644,0.1913353686788499,220.1262279550113,278.16448858195446,good,0.2684646259618174,0.7670945453529728,0.5983987946041723,highly_predictable,1.0,High,68.22777910347446
ACC000044,606.0739004816286,0.8145891798818552,0.4777219188576334,0.8142413164140652,0.6681656664095518,81.96854066482018,True,False,0.6921246027715731,0.2539716660581783,enrolled,1,0,0,0.8566159865713521,0.9998281014032352,3,1,0.9334284940382434,True,False,2.3874792838554795,1,0.697973062806946,5,True,10022,0.7130793409297429,0.1024726622392707,67778.54400958928,0.2343836954847016,0.6492581958138551,219.1366021421587,595.8844765855704,good,0.5051601798375345,0.3238797163448627,0.2247451027236241,predictable,0.9166666666666666,Very High,83.52644685031407
ACC000045,644.0077895802646,0.8250537829516515,0.6340973595366096,0.5561167719135015,0.6664713916828369,76.07536637471594,False,False,0.7262927922876614,0.2504839862807833,not_enrolled,1,0,0,0.962480431000428,0.6962409783978257,3,0,0.9877507065438864,True,False,2.6847621843133656,0,0.6029610373844972,1,False,10034,0.3111375631756237,0.1514406594296894,87651.73276437567,0.0785398223004501,0.4146119957190314,159.82643773716134,444.7458607134935,good,0.5719380433546586,0.2605536705995603,0.3965082908858234,predictable,0.9166666666666666,High,64.61797538145538
ACC000046,656.9680614520106,0.7470040869305468,0.6969159588059678,0.8212113673693147,0.4171992788801784,71.74265765437983,True,False,0.9003446185688111,0.1962708015573424,not_enrolled,0,0,0,0.59786335185739,0.9828351234050088,2,1,0.7693135802225375,False,False,2.916569131061824,0,0.8097641556429479,2,True,10061,0.8635330462965809,0.1944089011053489,48389.07907593361,0.3807397513448827,0.5992415488521253,203.54945358111493,514.5927853083739,fair,0.0745310584599577,0.6370427481095383,0.4060909952837553,predictable,1.0,High,70.482753670695
ACC000047,732.8561113109458,0.736773613389154,0.472499784184627,0.629834574410698,0.5275253148055271,96.38634653711767,False,False,0.951792872705759,0.5122173870286748,enrolled,0,0,0,0.9372226693416535,0.7703254954966262,1,0,0.8498873632590719,False,False,2.7956908843567776,0,0.5485691663789092,1,False,10071,0.7201774517091286,0.1296743814963552,32204.480640219503,0.3913532272874647,0.3708851536495763,97.24943696404944,209.09151596848284,good,0.2753797737626804,0.2374782073983512,0.4302958654903695,predictable,1.0,Very Low,66.48039736019471
ACC000048,697.1809144784231,0.6869874141233255,0.6254316778772627,0.989783793188438,0.839419178823324,90.45215224494888,True,False,0.7056902042245417,0.0167977355465797,not_enrolled,0,0,0,0.7815896900426706,0.8328286572108193,2,0,0.681755505811905,False,False,3.3576779981497547,0,0.6119772549725555,2,True,10058,0.5559896176966936,0.3291398869258813,106948.02326791167,0.28643329451992,0.115280239175028,179.16824539050577,211.0066693563629,good,0.2004573598133449,0.401407598363085,0.6103050000290711,variable,1.0,Low,71.05308191138104
ACC000049,591.8479922318633,0.7811527553673724,0.8600450444660515,0.7270915207756116,0.7559249626704264,69.84982076790435,False,False,0.8530793546568993,0.0606745696079032,not_enrolled,0,0,0,0.6308628276319775,0.9878008162270628,4,0,0.769758688063871,False,False,13.812798614841633,1,0.590738057581902,2,True,10075,0.30185442684116,0.3386023485597785,64464.339625943474,0.2963125698827622,0.3779632018036148,190.06364278609135,362.0385384858417,fair,0.5083928710469885,0.3450190290663568,0.6185134241262163,predictable,1.0,Very High,70.50893902411954
ACC000050,696.2041984697397,0.9177329691122568,0.376956746935212,0.633518938603043,0.2542133004501197,84.87312502379724,False,False,0.7563269820464924,0.3120725692423536,not_enrolled,0,0,0,0.9699032553150492,0.8429225712703661,2,0,0.8267695356042071,False,False,5.958503508433878,0,0.794686797955883,1,True,10063,0.5615664815496394,0.2336265713444185,36054.59366350065,0.2377371191403999,0.6335901665549153,245.3928184191931,520.0210312154531,poor,0.3130024012140604,0.5675674130675523,0.9071320049650128,predictable,1.0,Low,64.85234700069876
