customer_id,intervention_date,intervention_type,intervention_sequence,success,days_to_resolution,cost,zip_code
ACC000015,2024-12-16,payment_arrangement,2,False,48,96.88774161599143,10061
ACC000015,2025-01-08,budget_billing,3,False,41,41.428861715139476,10061
ACC000015,2024-04-16,budget_billing,4,True,54,80.18879912718614,10061
ACC000015,2024-10-21,budget_billing,5,True,36,90.86987696743714,10061
ACC000016,2024-11-07,payment_arrangement,1,False,46,59.38604104299275,10011
ACC000017,2024-05-01,disconnect_notice,1,False,20,42.982190612457394,10055
ACC000017,2024-10-02,budget_billing,2,True,33,58.82862074994094,10055
ACC000017,2025-01-23,disconnect_notice,3,True,38,45.378795220008435,10055
ACC000018,2024-04-03,budget_billing,1,True,49,13.924339457899038,10055
ACC000018,2024-08-26,energy_assistance,2,False,46,92.33779511984037,10055
ACC000018,2024-11-07,energy_assistance,3,False,24,39.767527420346234,10055
ACC000018,2024-04-18,payment_reminder,4,True,33,16.78116304055154,10055
ACC000018,2024-06-06,payment_reminder,5,False,33,38.522980464064986,10055
ACC000019,2024-02-20,disconnect_notice,1,False,32,70.40291651416456,10011
ACC000019,2024-09-16,deposit_adjustment,2,False,42,88.96357647351599,10011
ACC000019,2024-05-17,payment_arrangement,3,False,54,42.35420360977797,10011
ACC000020,2024-04-07,energy_assistance,1,True,1,16.38468252999349,10065
ACC000020,2024-09-25,energy_assistance,2,True,15,43.802465737594964,10065
ACC000020,2024-03-29,disconnect_notice,3,False,58,58.838017123681894,10065
ACC000020,2024-10-12,disconnect_notice,4,True,22,32.52262244642776,10065
ACC000020,2024-08-28,disconnect_notice,5,False,43,21.435446138669633,10065
ACC000021,2024-08-02,disconnect_notice,1,False,52,47.02185145510107,10025
ACC000021,2024-02-25,energy_assistance,2,False,50,56.46703134710758,10025
ACC000021,2024-09-09,budget_billing,3,True,19,49.507427863507246,10025
ACC000024,2025-02-13,deposit_adjustment,1,False,54,74.31363304300561,10097
ACC000024,2024-06-22,payment_reminder,2,True,39,69.14001956501502,10097
ACC000024,2024-12-07,disconnect_notice,3,True,3,32.29578905510417,10097
ACC000024,2024-09-23,budget_billing,4,True,57,40.76917000447614,10097
ACC000025,2024-11-12,disconnect_notice,1,True,5,52.67564461785927,10019
ACC000026,2025-01-06,energy_assistance,1,False,30,68.4796314378487,10065
ACC000028,2024-09-20,deposit_adjustment,1,True,56,69.28242684570506,10078
ACC000028,2025-02-10,deposit_adjustment,2,False,32,94.62072172824618,10078
ACC000028,2024-09-15,energy_assistance,3,False,33,51.2427601442365,10078
ACC000029,2025-02-02,disconnect_notice,1,False,51,65.64284959041035,10050
ACC000029,2024-07-14,payment_arrangement,2,True,29,86.03877798725091,10050
ACC000029,2024-11-16,disconnect_notice,3,True,41,54.64337088640656,10050
ACC000029,2024-04-06,payment_reminder,4,False,11,88.97248121743476,10050
ACC000029,2024-07-12,payment_reminder,5,True,36,25.969558940175055,10050
ACC000030,2024-09-15,disconnect_notice,1,True,12,48.609462463751655,10013
ACC000030,2025-02-01,payment_arrangement,2,False,30,91.229761601161,10013
ACC000030,2024-12-14,energy_assistance,3,True,22,36.78716570583798,10013
ACC000030,2025-01-26,payment_arrangement,4,False,41,86.24288296860308,10013
ACC000030,2024-05-25,energy_assistance,5,True,52,61.60940993109575,10013
ACC000031,2024-12-23,payment_arrangement,1,False,53,54.49782742323233,10054
ACC000031,2024-07-06,deposit_adjustment,2,False,23,59.132419314849,10054
ACC000031,2024-03-20,deposit_adjustment,3,True,9,78.5359568545725,10054
ACC000032,2025-02-07,disconnect_notice,1,True,42,45.69864417588267,10035
ACC000033,2024-03-12,payment_reminder,1,False,52,31.301667431387088,10052
ACC000033,2024-03-24,payment_arrangement,2,True,36,43.86336269778242,10052
ACC000034,2024-08-16,budget_billing,1,False,19,20.00777340755362,10053
ACC000035,2024-07-09,disconnect_notice,1,False,28,79.04753677977145,10062
ACC000036,2024-04-08,payment_arrangement,1,False,6,82.18983241240606,10093
ACC000036,2024-08-25,payment_reminder,2,False,21,13.906070496835548,10093
ACC000036,2024-07-16,budget_billing,3,True,36,59.846885596118874,10093
ACC000036,2025-01-25,payment_arrangement,4,True,41,29.51281959278421,10093
ACC000037,2025-02-02,deposit_adjustment,1,True,8,45.50696187473169,10057
ACC000037,2024-09-11,payment_reminder,2,False,28,68.21635255018515,10057
ACC000037,2024-10-01,deposit_adjustment,3,False,28,16.996117326848633,10057
ACC000038,2024-12-30,budget_billing,1,True,18,47.49751519646313,10026
ACC000038,2024-08-01,payment_arrangement,2,False,56,88.89953373332135,10026
ACC000038,2024-06-08,payment_reminder,3,False,56,43.881703019024464,10026
ACC000038,2024-12-11,deposit_adjustment,4,True,49,43.906507294414666,10026
ACC000038,2024-05-08,payment_arrangement,5,True,27,61.217332224917286,10026
ACC000038,2024-11-08,payment_arrangement,6,False,1,11.230476834429755,10026
ACC000040,2024-11-23,payment_arrangement,1,False,9,21.62434736363455,10084
ACC000040,2024-12-25,payment_reminder,2,True,1,70.4530615965271,10084
ACC000040,2024-05-02,deposit_adjustment,3,False,8,11.996626782727146,10084
ACC000040,2024-06-09,deposit_adjustment,4,False,3,56.814715100079404,10084
ACC000040,2024-05-22,payment_arrangement,5,True,5,17.956740102908192,10084
ACC000040,2024-06-08,payment_arrangement,6,True,47,47.84822007985676,10084
ACC000041,2024-04-12,payment_arrangement,1,True,24,91.94241505629458,10077
ACC000041,2025-01-15,deposit_adjustment,2,True,5,81.68245981064895,10077
ACC000041,2024-09-29,payment_arrangement,3,False,20,51.322218061443515,10077
ACC000041,2025-01-11,disconnect_notice,4,False,13,28.821771197066276,10077
ACC000041,2025-01-02,budget_billing,5,False,57,51.41072430852148,10077
ACC000041,2024-03-15,budget_billing,6,False,8,26.206054511436868,10077
ACC000041,2024-08-14,payment_arrangement,7,True,3,56.371244937778975,10077
ACC000041,2024-09-07,deposit_adjustment,8,True,51,13.678175463983099,10077
ACC000042,2024-04-03,disconnect_notice,1,False,1,58.09811533592707,10090
ACC000043,2024-07-11,payment_reminder,1,False,26,81.94693590181384,10084
ACC000043,2024-10-16,disconnect_notice,2,False,30,24.127991444457436,10084
ACC000044,2024-04-28,payment_arrangement,1,False,35,26.60689174207396,10022
ACC000045,2024-07-15,disconnect_notice,1,True,23,57.813917857618065,10034
ACC000046,2024-08-11,budget_billing,1,True,47,85.99966053702659,10061
ACC000047,2024-05-16,deposit_adjustment,1,False,51,31.82234532712567,10071
ACC000048,2024-05-17,disconnect_notice,1,False,44,30.98947703948211,10058
ACC000048,2025-02-01,energy_assistance,2,False,10,81.02541147466044,10058
ACC000049,2024-10-26,disconnect_notice,1,True,8,62.78818911946832,10075
ACC000050,2024-08-18,deposit_adjustment,1,True,59,42.048705330806165,10063
ACC000050,2024-06-30,payment_arrangement,2,False,22,30.27995179412754,10063
ACC000051,2024-03-01,payment_arrangement,1,False,51,11.641823328552494,10091
ACC000051,2024-06-30,energy_assistance,2,True,6,45.80700391411675,10091
ACC000051,2024-07-09,budget_billing,3,True,6,97.75604466506283,10091
ACC000052,2024-08-25,energy_assistance,1,False,26,39.131131276381936,10040
ACC000052,2024-05-15,energy_assistance,2,True,49,57.6856020863005,10040
ACC000052,2025-02-13,deposit_adjustment,3,True,38,62.31143992803511,10040
ACC000052,2024-09-28,energy_assistance,4,False,3,14.664118314018422,10040
ACC000052,2024-08-20,deposit_adjustment,5,True,10,99.09642091509507,10040
ACC000053,2024-11-05,payment_arrangement,1,True,11,52.5849580946703,10032
ACC000053,2025-01-07,budget_billing,2,False,49,86.56547140148092,10032
ACC000054,2025-01-10,payment_arrangement,1,True,22,14.328517956767893,10096
ACC000054,2024-03-02,budget_billing,2,True,14,81.9583417827564,10096
ACC000054,2024-04-29,payment_reminder,3,False,19,69.867749862658,10096
ACC000054,2024-12-14,energy_assistance,4,False,42,45.32005966803718,10096
ACC000055,2024-02-27,payment_arrangement,1,False,33,45.233389918135174,10008
ACC000055,2024-04-11,budget_billing,2,True,6,94.58489112521276,10008
ACC000055,2024-08-19,deposit_adjustment,3,False,15,89.07662038360944,10008
ACC000056,2024-08-02,disconnect_notice,1,True,5,88.90890730855745,10078
ACC000056,2024-02-27,disconnect_notice,2,True,31,44.09394090012241,10078
ACC000056,2024-07-13,energy_assistance,3,False,29,58.587457340155304,10078
ACC000056,2024-09-10,energy_assistance,4,True,2,11.098276508624007,10078
ACC000056,2024-10-22,budget_billing,5,True,26,32.66191530162575,10078
ACC000056,2024-12-07,energy_assistance,6,False,10,40.827183146068904,10078
ACC000056,2024-10-03,deposit_adjustment,7,True,12,92.06671679586682,10078
ACC000057,2024-10-26,energy_assistance,1,True,44,60.861986523028804,10073
ACC000058,2024-11-14,deposit_adjustment,1,False,51,76.27998120622506,10048
ACC000058,2024-04-24,payment_arrangement,2,True,23,21.052970366116043,10048
ACC000058,2024-11-05,payment_reminder,3,False,36,21.219641308294015,10048
ACC000059,2024-09-30,deposit_adjustment,1,True,53,64.33493785571251,10001
ACC000059,2024-04-29,energy_assistance,2,True,11,93.06642086186363,10001
ACC000059,2024-07-19,budget_billing,3,True,17,62.83614017229105,10001
ACC000059,2024-02-16,budget_billing,4,False,24,61.98687586823925,10001
ACC000059,2024-08-18,disconnect_notice,5,False,33,42.61545092049698,10001
ACC000060,2024-12-27,payment_arrangement,1,True,49,60.15748320010431,10002
ACC000060,2024-03-09,energy_assistance,2,True,40,55.19755092981183,10002
ACC000061,2024-07-14,budget_billing,1,False,19,41.44482991443997,10022
ACC000062,2024-06-02,disconnect_notice,1,True,50,57.195124239482205,10073
ACC000062,2024-10-24,deposit_adjustment,2,False,51,23.971622133764125,10073
ACC000062,2024-05-26,payment_reminder,3,False,3,43.597838465177766,10073
ACC000062,2024-09-05,energy_assistance,4,True,55,24.053733762957133,10073
ACC000063,2024-06-12,budget_billing,1,False,59,55.495709119543044,10018
ACC000063,2024-03-23,disconnect_notice,2,False,37,26.069019584890025,10018
ACC000064,2024-11-10,disconnect_notice,1,True,46,84.71978781102925,10017
ACC000064,2024-09-02,disconnect_notice,2,False,31,39.15910549961197,10017
ACC000065,2024-09-06,payment_reminder,1,False,19,62.473740487272295,10034
ACC000066,2024-08-03,energy_assistance,1,True,37,46.84704869721164,10053
ACC000066,2024-07-07,payment_arrangement,2,False,44,29.755947257286284,10053
ACC000066,2024-03-09,energy_assistance,3,False,10,60.919895796990446,10053
ACC000066,2024-12-17,disconnect_notice,4,False,32,48.26921540223101,10053
ACC000068,2024-06-13,disconnect_notice,1,True,4,21.904859001279736,10008
ACC000068,2025-01-16,payment_reminder,2,True,37,11.655160889272006,10008
ACC000068,2024-09-21,payment_reminder,3,True,41,34.66496986184854,10008
ACC000069,2024-02-18,disconnect_notice,1,False,57,33.9848554033794,10094
ACC000069,2024-07-10,deposit_adjustment,2,True,57,54.48464651244443,10094
ACC000069,2024-08-25,payment_arrangement,3,False,28,79.38202393578435,10094
ACC000070,2024-08-17,energy_assistance,1,True,29,45.036605263777886,10093
ACC000070,2024-04-24,budget_billing,2,False,49,74.9379575009715,10093
ACC000070,2024-06-27,budget_billing,3,True,55,69.73040488263834,10093
ACC000071,2024-09-19,budget_billing,1,True,43,86.17670643831015,10051
ACC000071,2024-07-28,deposit_adjustment,2,False,9,16.762400356222788,10051
ACC000071,2025-01-28,payment_arrangement,3,False,43,63.845745244133916,10051
ACC000072,2024-06-30,energy_assistance,1,True,30,10.472843670254642,10049
ACC000073,2024-04-15,payment_reminder,1,True,57,50.140519566216014,10011
ACC000074,2024-09-18,payment_arrangement,1,True,54,67.35084218105382,10016
ACC000074,2024-07-29,payment_arrangement,2,True,12,29.908849763764202,10016
ACC000074,2025-01-19,deposit_adjustment,3,True,17,26.25178106146002,10016
ACC000075,2024-10-20,payment_arrangement,1,False,8,97.39524206488309,10090
ACC000075,2024-07-14,payment_reminder,2,False,30,14.939435318182744,10090
ACC000076,2024-10-29,energy_assistance,1,False,3,72.66598982903258,10084
ACC000076,2024-08-15,energy_assistance,2,True,56,58.55421631378035,10084
ACC000076,2024-03-02,disconnect_notice,3,False,18,56.81512988908587,10084
ACC000076,2024-10-29,disconnect_notice,4,False,35,88.3088986510837,10084
ACC000078,2024-06-14,energy_assistance,1,True,56,34.45182739621036,10047
ACC000078,2024-05-24,disconnect_notice,2,False,39,57.026727247107075,10047
ACC000078,2024-12-11,disconnect_notice,3,False,45,41.91599418766989,10047
ACC000078,2024-09-09,deposit_adjustment,4,False,37,13.78838706727257,10047
ACC000078,2024-08-05,payment_reminder,5,True,9,19.852083881120365,10047
ACC000078,2024-03-07,energy_assistance,6,False,58,81.8190389929045,10047
ACC000078,2024-07-31,disconnect_notice,7,True,13,99.0266418832023,10047
ACC000079,2024-12-04,energy_assistance,1,True,54,64.69631153909732,10026
ACC000080,2024-07-11,payment_arrangement,1,False,3,84.35851262145692,10013
ACC000080,2025-02-09,payment_reminder,2,True,23,89.54072964670831,10013
ACC000081,2024-08-20,deposit_adjustment,1,True,24,90.76925332415834,10054
ACC000081,2024-07-02,disconnect_notice,2,True,47,13.137864421044242,10054
ACC000081,2024-12-08,disconnect_notice,3,True,11,88.97147763673424,10054
ACC000082,2024-09-30,budget_billing,1,True,12,13.188013157669056,10012
ACC000083,2024-10-13,disconnect_notice,1,False,5,14.390522350585577,10002
ACC000083,2025-01-08,energy_assistance,2,False,28,16.851777354127016,10002
ACC000083,2024-11-25,deposit_adjustment,3,False,32,56.4471118399255,10002
ACC000084,2024-03-15,energy_assistance,1,True,59,24.436009479706488,10063
ACC000084,2024-05-21,budget_billing,2,False,53,71.21266945842703,10063
ACC000084,2024-08-07,budget_billing,3,True,7,89.34734194933151,10063
ACC000084,2024-12-31,deposit_adjustment,4,False,31,84.32350755082864,10063
ACC000084,2024-09-07,budget_billing,5,False,39,24.46839064434774,10063
ACC000084,2024-02-24,deposit_adjustment,6,True,29,33.28194976281172,10063
ACC000085,2024-09-12,payment_arrangement,1,True,40,33.38232229577439,10087
ACC000086,2024-12-02,payment_arrangement,1,True,28,66.93597038205533,10095
ACC000086,2024-07-07,payment_reminder,2,False,4,25.637812777681013,10095
ACC000086,2024-06-17,energy_assistance,3,False,17,79.3885863278922,10095
ACC000087,2024-10-17,budget_billing,1,True,14,97.61400722596572,10071
ACC000087,2024-05-05,energy_assistance,2,True,35,63.49562733056908,10071
ACC000088,2025-01-12,disconnect_notice,1,False,32,79.33666760270138,10098
ACC000089,2025-01-06,payment_reminder,1,True,52,85.59524482052247,10022
ACC000089,2024-08-23,disconnect_notice,2,False,11,34.59335742983884,10022
ACC000089,2024-03-14,disconnect_notice,3,False,28,75.8143060276317,10022
ACC000089,2024-04-17,payment_reminder,4,True,6,78.40846705942874,10022
ACC000090,2025-01-30,deposit_adjustment,1,False,49,68.65001428382965,10079
ACC000090,2025-02-02,deposit_adjustment,2,True,16,58.89095252109623,10079
ACC000091,2024-11-13,payment_reminder,1,False,27,86.03049053051988,10099
ACC000092,2024-08-17,energy_assistance,1,True,20,81.68835618785587,10072
ACC000092,2024-09-14,disconnect_notice,2,False,17,64.6575803436404,10072
ACC000093,2024-04-01,disconnect_notice,1,True,53,63.123754499706024,10038
ACC000093,2024-12-04,budget_billing,2,True,17,11.045848591729058,10038
ACC000095,2024-04-19,payment_arrangement,1,True,38,91.7036787686176,10017
ACC000095,2024-05-23,disconnect_notice,2,True,41,31.78405142762747,10017
ACC000095,2024-12-30,disconnect_notice,3,True,20,41.141491088035565,10017
ACC000096,2024-07-04,payment_arrangement,1,True,30,12.98827979122299,10053
ACC000096,2024-10-21,deposit_adjustment,2,False,2,97.97197476833072,10053
ACC000097,2024-04-15,budget_billing,1,False,59,12.842753034307783,10030
ACC000097,2024-05-28,payment_arrangement,2,False,32,36.89522977035824,10030
ACC000097,2024-07-25,deposit_adjustment,3,True,20,40.55051732885255,10030
ACC000098,2024-11-22,energy_assistance,1,True,22,50.70864560664701,10063
ACC000099,2025-02-02,energy_assistance,1,False,45,65.41678197480185,10041
ACC000099,2024-09-20,disconnect_notice,2,False,8,88.4649501075809,10041
ACC000099,2024-04-11,budget_billing,3,False,6,74.72816004450374,10041
ACC000100,2025-01-10,payment_reminder,1,False,15,33.19145996600923,10036
ACC000100,2024-03-19,payment_arrangement,2,True,31,47.431662953224674,10036
ACC000100,2025-01-21,energy_assistance,3,True,28,43.393488668614246,10036
ACC000100,2025-01-25,energy_assistance,4,False,49,56.25962810278525,10036
ACC000101,2024-02-26,energy_assistance,1,True,34,81.36604851450684,10097
ACC000102,2024-10-06,payment_reminder,1,False,21,75.98017201737528,10069
ACC000102,2024-02-25,deposit_adjustment,2,True,48,64.16698452958076,10069
ACC000102,2024-04-22,energy_assistance,3,False,2,26.28792574385408,10069
ACC000103,2024-06-28,payment_arrangement,1,True,39,24.717148532652047,10099
ACC000103,2024-03-06,payment_arrangement,2,False,35,69.1062998087163,10099
ACC000103,2024-09-03,payment_reminder,3,False,31,31.244541701181756,10099
ACC000103,2024-08-03,disconnect_notice,4,False,10,50.38998164482627,10099
ACC000104,2024-05-26,budget_billing,1,True,57,25.033771711085485,10077
ACC000104,2024-05-06,payment_arrangement,2,True,47,69.74240748596246,10077
ACC000105,2024-03-17,deposit_adjustment,1,False,37,94.29451230654654,10087
ACC000105,2024-05-05,payment_arrangement,2,False,6,26.200939372545115,10087
ACC000105,2024-12-17,payment_reminder,3,False,51,13.741557314535289,10087
ACC000105,2024-05-14,payment_reminder,4,False,59,10.444598284096866,10087
ACC000105,2024-07-12,deposit_adjustment,5,True,39,50.92658700704732,10087
ACC000106,2024-10-11,payment_reminder,1,False,50,28.166810691065354,10096
ACC000106,2025-02-06,deposit_adjustment,2,False,55,70.53419064026136,10096
ACC000106,2024-02-28,disconnect_notice,3,True,22,32.977587225558864,10096
ACC000107,2024-09-22,deposit_adjustment,1,True,40,79.1667428071412,10041
ACC000107,2024-03-23,payment_arrangement,2,True,33,64.05485882916125,10041
ACC000107,2024-05-03,disconnect_notice,3,False,5,61.94667130405733,10041
ACC000108,2024-08-06,disconnect_notice,1,False,33,46.621716465058356,10082
ACC000109,2024-11-04,budget_billing,1,True,18,89.01020431371948,10028
ACC000109,2024-05-11,budget_billing,2,True,1,20.81881498335476,10028
ACC000109,2024-04-10,payment_arrangement,3,False,1,42.98153813842581,10028
ACC000109,2024-07-30,payment_reminder,4,False,29,50.38242603602776,10028
ACC000109,2024-04-15,payment_arrangement,5,False,38,16.587633139159927,10028
ACC000109,2024-02-25,disconnect_notice,6,True,2,51.71446394205151,10028
ACC000110,2024-10-20,payment_reminder,1,False,12,23.409267037317523,10069
ACC000110,2024-04-16,payment_reminder,2,False,36,64.71145835141002,10069
ACC000110,2024-03-08,disconnect_notice,3,True,44,95.99713263594413,10069
ACC000112,2024-04-17,payment_reminder,1,True,25,68.92237732882134,10017
ACC000113,2024-09-26,disconnect_notice,1,False,14,53.72845832676931,10084
ACC000114,2025-01-18,payment_reminder,1,True,35,62.283884793651794,10028
ACC000115,2025-02-12,payment_arrangement,1,True,26,20.96974840032528,10051
ACC000116,2024-09-08,payment_arrangement,1,True,42,92.59772402542396,10041
ACC000116,2024-11-22,energy_assistance,2,False,54,59.52038879406356,10041
ACC000118,2025-02-05,deposit_adjustment,1,False,57,85.58751725800484,10035
ACC000118,2024-12-04,payment_arrangement,2,False,37,37.185445165131554,10035
ACC000118,2024-09-15,budget_billing,3,True,39,70.07949093623233,10035
ACC000118,2024-09-21,budget_billing,4,True,33,48.15503316219718,10035
ACC000118,2024-12-07,payment_arrangement,5,True,34,52.560276906986395,10035
ACC000119,2024-09-07,budget_billing,1,False,14,66.88139374183766,10094
ACC000119,2024-06-05,payment_arrangement,2,True,35,63.73422252061225,10094
ACC000120,2024-05-10,energy_assistance,1,True,4,75.1904935415867,10007
ACC000120,2025-01-03,payment_reminder,2,False,40,68.07608537731451,10007
ACC000120,2024-09-03,budget_billing,3,False,33,30.399076200428922,10007
ACC000120,2024-08-02,payment_reminder,4,True,2,70.26423545205657,10007
ACC000122,2024-04-20,payment_reminder,1,False,22,70.25382596783712,10079
ACC000122,2024-07-14,energy_assistance,2,True,17,99.59324416338313,10079
ACC000122,2024-05-04,energy_assistance,3,False,44,17.989065469699163,10079
ACC000123,2024-10-31,disconnect_notice,1,False,55,78.05469960057215,10085
ACC000123,2024-09-22,energy_assistance,2,True,3,93.44600375315073,10085
ACC000123,2024-06-22,energy_assistance,3,True,54,99.32351519425377,10085
ACC000124,2024-06-28,payment_arrangement,1,True,12,80.38252789033473,10001
ACC000124,2024-07-03,payment_reminder,2,False,33,30.46215700864889,10001
ACC000124,2024-06-22,deposit_adjustment,3,False,2,94.32620407279565,10001
ACC000124,2024-03-20,budget_billing,4,False,23,94.81483171920098,10001
ACC000124,2024-04-09,disconnect_notice,5,True,43,61.712864408598996,10001
ACC000125,2024-09-01,deposit_adjustment,1,True,30,89.01768884005625,10050
ACC000125,2024-09-09,disconnect_notice,2,True,16,29.078424181201466,10050
ACC000125,2025-01-31,payment_arrangement,3,False,35,25.61720634878578,10050
ACC000126,2024-04-10,payment_arrangement,1,True,14,22.527822215577686,10014
ACC000126,2024-03-15,disconnect_notice,2,True,52,55.23094688170982,10014
ACC000126,2025-01-20,payment_reminder,3,False,8,53.041062074326504,10014
ACC000126,2025-01-20,energy_assistance,4,False,12,96.9239945037898,10014
ACC000126,2024-11-10,energy_assistance,5,False,14,88.84946733382382,10014
ACC000127,2025-01-02,disconnect_notice,1,True,23,23.68223678157833,10016
ACC000127,2025-02-09,budget_billing,2,False,25,15.234741595492821,10016
ACC000128,2024-12-20,payment_arrangement,1,False,9,22.802443181847657,10012
ACC000129,2024-05-27,energy_assistance,1,True,4,99.70271684676791,10053
ACC000130,2024-06-28,deposit_adjustment,1,False,52,46.431858617667984,10098
ACC000130,2024-06-03,payment_reminder,2,False,27,47.27167772760343,10098
ACC000130,2025-01-31,payment_reminder,3,False,5,10.992813798578249,10098
ACC000130,2024-12-14,budget_billing,4,False,38,33.38318878705308,10098
ACC000131,2024-12-11,payment_reminder,1,False,50,66.63689254096626,10024
ACC000131,2024-08-17,deposit_adjustment,2,False,32,53.90686395337262,10024
ACC000132,2024-08-07,payment_reminder,1,True,55,23.43140001551585,10073
ACC000133,2024-11-24,budget_billing,1,False,52,87.36087084822512,10074
ACC000133,2025-01-03,payment_reminder,2,True,49,95.98012178535355,10074
ACC000134,2025-01-16,payment_arrangement,1,True,58,32.77525895207061,10032
ACC000134,2024-06-27,payment_reminder,2,True,55,69.34185299852044,10032
ACC000134,2024-07-15,payment_arrangement,3,True,23,56.656721975068365,10032
ACC000135,2024-11-05,payment_reminder,1,False,23,74.4691049256414,10077
ACC000135,2024-10-28,budget_billing,2,False,24,13.20137803319935,10077
ACC000136,2024-12-25,budget_billing,1,False,5,69.42724477312044,10097
ACC000136,2024-02-28,deposit_adjustment,2,False,32,56.31918279161604,10097
ACC000136,2024-03-14,payment_arrangement,3,True,15,28.51185359759996,10097
ACC000136,2024-12-27,energy_assistance,4,True,14,16.232887565727395,10097
ACC000136,2024-07-12,deposit_adjustment,5,False,50,38.99939531001655,10097
ACC000136,2024-09-03,energy_assistance,6,False,2,64.16934306726898,10097
ACC000137,2024-05-19,payment_arrangement,1,True,55,18.55105290930742,10021
ACC000137,2024-04-05,disconnect_notice,2,False,25,24.731542131877134,10021
ACC000137,2024-07-16,energy_assistance,3,False,46,11.144340098820416,10021
ACC000137,2024-10-15,disconnect_notice,4,True,49,33.258845826263624,10021
ACC000138,2024-10-11,disconnect_notice,1,True,7,26.253513835777078,10043
ACC000138,2024-07-05,budget_billing,2,False,22,98.62027655720574,10043
ACC000139,2024-06-01,payment_reminder,1,True,52,83.60067968712505,10003
ACC000140,2024-08-27,payment_reminder,1,True,56,65.07464548035979,10025
ACC000140,2024-10-19,budget_billing,2,False,30,88.59906242747269,10025
ACC000140,2024-05-09,payment_reminder,3,False,42,60.223809263407034,10025
ACC000141,2024-03-31,deposit_adjustment,1,True,25,59.95764543720576,10000
ACC000141,2024-04-18,budget_billing,2,False,41,43.773391399839966,10000
ACC000141,2024-11-20,deposit_adjustment,3,True,54,84.9412422412339,10000
ACC000141,2025-01-31,payment_arrangement,4,True,57,71.05409405696277,10000
ACC000142,2024-10-26,payment_reminder,1,True,10,89.75762024185671,10009
ACC000142,2024-07-02,deposit_adjustment,2,False,21,10.169189517241957,10009
ACC000142,2024-02-21,payment_reminder,3,False,46,41.99437093972217,10009
ACC000142,2024-12-19,payment_reminder,4,False,55,88.6836223549214,10009
ACC000143,2024-08-12,energy_assistance,1,True,24,70.8821143503726,10099
ACC000143,2024-11-24,budget_billing,2,False,19,54.843011403710825,10099
ACC000146,2024-08-25,energy_assistance,1,False,49,49.061742955648775,10024
ACC000146,2024-09-21,energy_assistance,2,False,28,76.20968028152708,10024
ACC000146,2024-04-07,energy_assistance,3,False,33,47.91232479646648,10024
ACC000146,2024-05-30,energy_assistance,4,True,27,71.73201439448773,10024
ACC000147,2024-09-29,deposit_adjustment,1,False,43,12.177258750221972,10086
ACC000147,2024-06-05,disconnect_notice,2,False,17,93.66552305881157,10086
ACC000147,2024-12-25,payment_reminder,3,False,35,48.66911314650416,10086
ACC000147,2024-12-07,payment_reminder,4,False,20,82.23789788161393,10086
